Hour,BTC_Price,Delta_Options,Delta_Futures,Delta_Total,Put_Price,Call_Price,Option_MTM,RPL_Futures,UPL_Futures,Total_PNL_BeforeOptionFee,Total_PNL
12,95575.06411124568,-0.04964183020468793,0.051655571863953725,0.002013741659265794,1612.026039433633,1884.581487133414,41.25288052065207,0.0,-2.14114870786976,39.11173181278231,38.050373690656
13,95683.77996342658,-0.053938554198078636,0.051655571863953725,-0.002282982334124911,1588.9268862920742,1907.4127067626755,41.5208140329496,0.0,3.4746308072118612,44.99544484016146,43.934086718035154
14,94823.14787548204,-0.01912872373559149,0.051655571863953725,0.032526848128362235,1754.3160504500972,1704.5318200487193,79.01253658888254,0.0,-40.981811860031925,38.030724728850615,36.96936660672431
15,94054.22389750868,0.012287641535166871,-0.012287641535166871,0.0,1913.995895715286,1536.3608517698383,87.50365960257477,-80.70101966215208,-0.0,6.802639940422694,5.741281818296384
16,93805.60314357751,0.022563532880416515,-0.012287641535166871,0.010275891345249644,1966.2598497861898,1482.6553781876466,88.94517911386265,-80.70101966215208,3.0549627025091795,11.29912215421976,10.23776403209345
17,93358.95406680314,0.041023314059462024,-0.012287641535166871,0.028735672524295153,2065.6396341185064,1391.7693378504864,80.45143511870629,-80.70101966215208,8.543226449925829,8.293641906480033,7.232283784353724
18,93496.87436926366,0.0354358118080455,-0.012287641535166871,0.023148170272878632,2030.7044697310616,1415.6628651011972,91.49307225543998,-80.70101966215208,6.848511212869129,17.640563806157033,16.579205684030722
19,93097.76209931173,0.05199470784070498,-0.012287641535166871,0.03970706630553811,2121.545365082317,1336.6001491551397,79.71489285024245,-80.70101966215208,11.752659718325232,10.766532906415605,9.705174784289296
20,92479.64897904223,0.07770716959984075,-0.07770716959984075,0.0,2270.7339740462608,1221.9618579060602,45.16457513537807,-80.70101966215208,19.347812168380457,-16.188632358393548,-17.24999048051986
21,93116.85035304335,0.05140036730237965,-0.07770716959984075,-0.0263068022974611,2111.081792902747,1334.6312713675525,92.14734281739948,-80.70101966215208,-30.167303070375905,-18.72097991512851,-19.78233803725482
22,93018.01615251308,0.05558641726574787,-0.07770716959984075,-0.022120752334092886,2131.8127380837645,1313.4892600538665,92.55840895006804,-80.70101966215208,-22.487177087505597,-10.629787799589636,-11.691145921715945
23,93047.5454353711,0.05446249671181136,-0.07770716959984075,-0.023244672888029394,2121.752364825394,1316.2011486861757,99.90689357612928,-80.70101966215208,-24.7818140787149,-5.575940164737702,-6.637298286864011
24,92424.32217036905,0.08042486860113227,-0.07770716959984075,0.0027176990012915125,2272.663001226596,1201.7944096684816,63.402996192621686,-80.70101966215208,23.647101873365518,6.349078403835122,5.287720281708813
25,92187.78944686076,0.09037985796163348,-0.07770716959984075,0.012672688361792722,2330.3475666882337,1158.7444555004336,48.768384899031844,-80.70101966215208,42.02739033493684,10.094755571816606,9.033397449690296
26,92235.8616498811,0.08848351893340209,-0.07770716959984075,0.010776349333561336,2314.8473245528817,1164.2912666156801,58.72181591913704,-80.70101966215208,38.29183550179676,16.312631758781727,15.251273636655418
27,91736.77801104687,0.10942903530226034,-0.07770716959984075,0.03172186570241958,2443.5756059428827,1079.5290370480882,14.755764096727944,-80.70101966215208,77.07421246919384,11.128956903769705,10.067598781643396
28,91898.8033767912,0.10276724912380633,-0.07770716959984075,0.025060079523965578,2397.0482521745835,1103.200781723005,37.6113731901105,-80.70101966215208,64.48367989382338,21.3940334217818,20.332675299655488
29,91639.31149020113,0.11373286570737454,-0.07770716959984075,0.03602569610753378,2463.7724439589256,1059.0842699404454,15.003693188327816,-80.70101966215208,84.64805993486053,18.950733461036265,17.889375338909954
30,91513.64787074413,0.11911025190766003,-0.07770716959984075,0.04140308230781928,2495.0371497346537,1036.9345961184665,5.888661234578649,-80.70101966215208,94.41302412453561,19.60066569696218,18.53930757483587
31,91254.78409897664,0.13008271603353105,-0.13008271603353105,0.0,2563.9351490757936,994.8649436449834,-20.939685633077715,-80.70101966215208,114.52859514052521,12.887889845295419,11.82653172316911
32,92049.4095613078,0.0969126522303155,-0.13008271603353105,-0.03317006380321555,2344.9286297223684,1117.7533731346593,75.17840423067128,-80.70101966215208,11.161556771088343,5.638941339607541,4.577583217481232
33,92043.56884503576,0.09726586640673546,-0.13008271603353105,-0.0328168496267956,2343.373170749536,1114.2489121161875,80.23832422197574,-80.70101966215208,11.92133300733649,11.458637567160153,10.397279445033844
34,91585.88976204622,0.11653981127469346,-0.13008271603353105,-0.013542904758837598,2462.6972198575445,1038.4367390181533,36.72644821200129,-80.70101966215208,71.45747119435076,27.48289974419997,26.421541622073658
35,91940.04103954202,0.10181568782324205,-0.13008271603353105,-0.028267028210289008,2364.432506752965,1092.284475400209,81.14342493452523,-80.70101966215208,25.38851113095293,25.830916403326086,24.769558281199775
36,91412.36744107712,0.12405110812079595,-0.13008271603353105,-0.006031607912735104,2504.134104674357,1006.8124095784599,26.913892834882063,-80.70101966215208,94.02972599845381,40.2425991711838,39.18124104905749
37,91502.12444117584,0.12039798320303607,-0.13008271603353105,-0.00968473283049498,2476.214670752781,1018.1496880049424,43.496048329975565,-80.70101966215208,82.35389164259067,45.148920310414155,44.08756218828785
38,90659.14929090836,0.15598558880786564,-0.13008271603353105,0.02590287277433459,2713.507804184485,892.2667292705845,-67.9141263673705,-80.70101966215208,192.01038873815807,43.39524270863549,42.333884586509186
39,90093.07793814615,0.18000314535199616,-0.13008271603353105,0.049920429318465104,2881.9238100072816,813.8749746521769,-157.9383775717597,-80.70101966215208,265.6464877742419,27.007090540330125,25.945732418203814
40,90176.45608820042,0.17661076988666344,-0.13008271603353105,0.046528053853132384,2852.8434695008455,822.6194277614799,-137.60249017462638,-80.70101966215208,254.8004315573314,36.49692172055293,35.435563598426626
41,90489.5139630225,0.163517488387134,-0.13008271603353105,0.033434772353602954,2754.3457587076314,862.2325800478395,-78.71793166777206,-80.70101966215208,214.07701292478916,54.65806159486502,53.59670347273871
42,90562.41426373087,0.16056561168548517,-0.13008271603353105,0.03048289565195411,2729.2956315262945,869.9602789093578,-61.39550334795331,-80.70101966215208,204.59394380898368,62.497420798878295,61.43606267675199
43,90513.17769244978,0.1627702430021738,-0.13008271603353105,0.032687526968642744,2740.754997229014,861.0251495049513,-63.91973964626595,-80.70101966215208,210.99877072940592,66.37801142098789,65.31665329886158
44,90385.05427285173,0.16830996227813835,-0.13008271603353105,0.0382272462446073,2776.053819236101,841.5610842648051,-79.75449641320711,-80.70101966215208,227.66541313822407,67.20989706286488,66.14853894073858
45,89756.81506795132,0.19501952698894676,-0.19501952698894676,0.0,2968.0523808676353,758.7197658385383,-188.9117396184747,-80.70101966215208,309.3884752304154,39.775715949788605,38.7143578276623
46,89453.07186243839,0.20802209165840924,-0.19501952698894676,0.01300256466946248,3062.932368359807,719.9369323199203,-245.00889359202802,-80.70101966215208,368.62433149565385,42.914418241473754,41.85306011934745
47,89259.35993105482,0.21637137084923933,-0.19501952698894676,0.02135184386029257,3123.525689230709,695.2902664057383,-280.9555485487481,-80.70101966215208,406.40194072619335,44.745372515293184,43.684014393166876
48,89702.94773356858,0.19770511961530746,-0.19501952698894676,0.0026855926263607,2975.323564372683,745.964513064967,-183.42767034995086,-80.70101966215208,319.8936573018927,55.76496728978975,54.703609167663444
49,89847.85281316144,0.19169791546363643,-0.19501952698894676,-0.003321611525310325,2925.8549393983703,761.7352737464182,-149.72980605708926,-80.70101966215208,291.6343372213968,61.203511502155436,60.14215338002913
50,89103.17137264647,0.2234181034232509,-0.19501952698894676,0.028398576434304157,3165.733789720517,671.67382780338,-299.54721043619793,-80.70101966215208,436.8617595080753,56.61352940972529,55.55217128759898
51,89238.92496618873,0.21779795752543707,-0.19501952698894676,0.022778430536490313,3116.89719408514,685.1510362546683,-264.1878232521094,-80.70101966215208,410.38715790841326,65.49831499415177,64.43695687202546
52,89077.37439858816,0.22479653878725878,-0.19501952698894676,0.02977701179831202,3167.6871019880195,664.9525110551324,-294.7792059554531,-80.70101966215208,441.89267318667237,66.41244756906718,65.35108944694088
53,88793.90468819285,0.23697702484386599,-0.19501952698894676,0.04195749785491923,3261.088130231012,631.9847690878926,-355.21249223120594,-80.70101966215208,497.174802023659,61.261290130301006,60.1999320081747
54,89049.23679194793,0.22627558920307161,-0.19501952698894676,0.03125606221412486,3170.4343367329957,658.0062230524541,-290.5801526977507,-80.70101966215208,447.38005592425105,76.09888356434828,75.03752544222198
55,89480.84459646598,0.20808128513665938,-0.19501952698894676,0.013061758147712627,3023.7340000074028,705.2989001243366,-191.1724930440405,-80.70101966215208,363.20810604240364,91.33459333621107,90.27323521408476
56,89872.59642284531,0.19158007177210729,-0.19501952698894676,-0.003439455216839471,2894.7723122647894,750.3065573887044,-107.21846256579465,-80.70101966215208,286.80885016485036,98.88936793690362,97.82800981477732
57,89518.0260405727,0.20677590036601506,-0.19501952698894676,0.011756373377068308,3004.9160196157227,705.6763992750508,-172.73201180307433,-80.70101966215208,355.9569983999441,102.52396693471769,101.46260881259138
58,89387.8988695999,0.21244451896121855,-0.19501952698894676,0.01742499197227179,3044.058794450474,688.5678512950067,-194.76623865778174,-80.70101966215208,381.3343377314699,105.86707941153605,104.80572128940975
59,89527.10323300275,0.2066638019709917,-0.19501952698894676,0.011644274982044955,2995.246027849297,702.7523454557485,-160.13796621734673,-80.70101966215208,354.1867686258482,113.34778274634937,112.28642462422306
60,89937.6877042953,0.18934572945518618,-0.19501952698894676,-0.005673797533760572,2860.9847527976335,750.0234563835218,-73.14780209345645,-80.70101966215208,274.114779245369,120.26595748976047,119.20459936763416
61,89735.0894019855,0.19809138092511658,-0.19501952698894676,0.0030718539361698216,2921.646016123478,723.3562452434604,-107.1418542792394,-80.70101966215208,313.6254043305887,125.78253038919723,124.72117226707093
62,89656.76828446187,0.20155749791781197,-0.19501952698894676,0.006537970928865211,2943.326817530803,712.0013288136503,-117.46773925675416,-80.70101966215208,328.8995516232938,130.73079270438757,129.66943458226126
63,89190.46299092694,0.2215420394575769,-0.19501952698894676,0.026522512468630133,3092.496811803159,656.5003234572353,-211.13672817269526,-80.70101966215208,419.83818940091703,128.0004415660697,126.93908344394339
64,88688.90027569015,0.2430458702195284,-0.19501952698894676,0.048026343230581636,3259.957874571056,600.7046318972768,-322.802099380634,-80.70101966215208,517.6527128816888,114.14959383890272,113.08823571677641
65,89027.67193014502,0.2287585713091559,-0.19501952698894676,0.03373904432020913,3140.3618979600387,634.8125904454232,-237.31408131776288,-80.70101966215208,451.5856250726362,133.57052409272126,132.50916597059495
66,89595.29782334482,0.20471676680605555,-0.19501952698894676,0.009697239817108794,2949.611053311594,696.7407103819679,-108.49135660586262,-80.70101966215208,340.8874918741325,151.69511560611778,150.63375748399147
67,89564.9673362454,0.20614493559536842,-0.19501952698894676,0.011125408606421666,2956.01501725184,691.2160868378893,-109.37069700203028,-80.70101966215208,346.8025291216053,156.73081245742293,155.66945433529662
68,89987.50984779539,0.18828203484102868,-0.19501952698894676,-0.006737492147918078,2818.6863009426634,739.5006076430069,-20.326501497971094,-80.70101966215208,264.39848838640626,163.37096722628308,162.30960910415678
69,90140.49685346812,0.18189956847166153,-0.19501952698894676,-0.01311995851728523,2768.050858667393,756.2722824608907,13.537265959414981,-80.70101966215208,234.56303490465362,167.39928120191652,166.33792307979022
70,89867.12052162245,0.1936745467098954,-0.19501952698894676,-0.001344980279051361,2849.627186425983,720.7878589056105,-32.55463824389426,-80.70101966215208,287.87675783117083,174.6210999251245,173.5597418029982
71,90019.80128307166,0.18730101748961123,-0.19501952698894676,-0.00771850949933553,2798.596651785398,737.1978014969906,2.065953805310528,-80.70101966215208,258.101027953033,179.46596209619145,178.40460397406514
72,90670.68788826815,0.15972113289044682,-0.19501952698894676,-0.03529839409849994,2599.1472187739623,817.812997045795,120.90019126794186,-80.70101966215208,131.16543008417278,171.36460168996257,170.30324356783626
73,90655.41692861708,0.16049486860039575,-0.19501952698894676,-0.03452465838855101,2600.315924812781,813.57503089638,123.969451378538,-80.70101966215208,134.14356541199146,177.41199712837738,176.35063900625107
74,91322.2387854169,0.13228812890712713,-0.13228812890712713,0.0,2407.534683473174,902.8181740649998,227.50754954952527,-79.38209306030924,2.781355711155268,150.9068122003713,149.84545407824498
75,90197.54004029905,0.18024716392785367,-0.13228812890712713,0.04795903502072654,2730.5277207624963,750.6670065481607,56.66567977704199,-79.38209306030924,151.56564828699052,128.84923500372327,127.78787688159696
76,90546.05034224592,0.1655245825280596,-0.13228812890712713,0.03323645362093247,2622.5574629296016,792.6721465823806,122.63079757571677,-79.38209306030924,105.4618725375817,148.7105770529892,147.6492189308629
77,90583.10341958604,0.16407170035635174,-0.13228812890712713,0.03178357144922461,2608.3064837417583,795.2778651344688,134.276058211472,-79.38209306030924,100.56019026600535,155.4541554171681,154.3927972950418
78,90455.7737289785,0.16962285558988752,-0.13228812890712713,0.03733472668276039,2642.6832092642135,776.7115272698695,118.46567055361629,-79.38209306030924,117.40439679080036,156.4879742841074,155.4266161619811
79,90494.79433377042,0.16808571552527454,-0.13228812890712713,0.035797586618147414,2627.753512785733,779.5202126896614,130.58668161230435,-79.38209306030924,112.24243399405279,163.4470225460479,162.38566442392158
80,89649.2304661401,0.20431445240177404,-0.20431445240177404,0.0,2884.8351493813184,674.9943034586638,-21.96904575228291,-79.38209306030924,224.10049591434048,122.74935710174833,121.68799897962202
81,89556.64950786009,0.20840819333394917,-0.20431445240177404,0.004093740932175127,2911.127583699585,662.4797765153731,-35.746953127259076,-79.38209306030924,243.016123708153,127.88707752058468,126.82571939845838
82,89706.9995658069,0.20211452518951686,-0.20431445240177404,-0.0021999272122571745,2859.6111646088266,677.6201194721956,0.6291230066767639,-79.38209306030924,212.29743395017573,133.54446389654325,132.48310577441694
83,90330.26099838392,0.1756126478297436,-0.20431445240177404,-0.028701804572030448,2663.5124727123016,750.1251698176261,124.22276455777137,-79.38209306030924,84.95611565005535,129.79678714751748,128.73542902539117
84,90110.17615150065,0.1851431753929738,-0.20431445240177404,-0.019171277008800225,2726.9645913669315,721.033357760457,89.86245796031062,-79.38209306030924,129.92263062293895,140.40299552294033,139.34163740081402
85,89767.68366380366,0.19992138123326286,-0.20431445240177404,-0.004393071168511176,2830.158722691275,678.5718836734127,29.129800723011158,-79.38209306030924,199.8987956984706,149.6465033611725,148.5851452390462
86,89555.93819764607,0.209119601955448,-0.20431445240177404,0.004805149553673949,2894.246462844906,652.5355718637519,-8.921627620959043,-79.38209306030924,243.16145466501703,154.85773398374874,153.79637586162244
87,89941.33395035275,0.19275660162342056,-0.20431445240177404,-0.011557850778353473,2768.924902585998,694.7113301379538,74.2241743637469,-79.38209306030924,164.4195324927819,159.26161379621956,158.20025567409326
88,90080.33791114498,0.18693987743142215,-0.20431445240177404,-0.017374574970351886,2722.5804510627,709.1099027262711,106.17005329872791,-79.38209306030924,136.01901436184127,162.80697460025993,161.74561647813363
89,89855.99623491394,0.19667426194000726,-0.20431445240177404,-0.007640190461766783,2788.740277761019,680.6790337549335,68.4410955717467,-79.38209306030924,181.85526109188172,170.91426360331917,169.85290548119286
90,90072.8122689309,0.1875226075778504,-0.20431445240177404,-0.016791844823923652,2718.1041784450304,704.0575578135333,115.69867082913515,-79.38209306030924,137.5566118297829,173.8731895986088,172.8118314764825
91,90113.91901974205,0.18589287901895724,-0.20431445240177404,-0.018421573382816803,2702.1112522013186,706.8723283205926,128.87682656578772,-79.38209306030924,129.15790854778473,178.6526420532632,177.5912839311369
92,90524.27157074035,0.1684613511725332,-0.20431445240177404,-0.03585310122924085,2575.5395650452765,754.9723801999048,207.34846184251774,-79.38209306030924,45.316951798895815,173.2833205811043,172.221962458978
93,90225.50251134955,0.18137362457085676,-0.20431445240177404,-0.022940827830917276,2661.3790828573483,716.0655293404371,160.41579488991374,-79.38209306030924,106.35978856292117,187.39349039252568,186.33213227039937
94,90086.52126402697,0.18745633522227043,-0.20431445240177404,-0.016858117179503612,2700.2973823181956,697.3814812145752,140.18154355492834,-79.38209306030924,134.75566600374873,195.55511649836782,194.49375837624152
95,89920.46077487574,0.19470569347389183,-0.20431445240177404,-0.00960875892788221,2748.1268094041343,675.9271394506765,113.80645823288842,-79.38209306030924,168.68422391025382,203.108589082833,202.04723096070668
96,89301.79468868156,0.22139217682629816,-0.20431445240177404,0.017077724424524127,2942.320492238486,605.4849125626765,-9.944997713463636,-79.38209306030924,295.0866465305661,205.75955575679322,204.6981976346669
97,89426.11124103093,0.21619102899270437,-0.20431445240177404,0.011876576590930332,2898.2765763649645,616.8459355740698,22.737895148664848,-79.38209306030924,269.6869782128289,213.04278030118448,211.98142217905817
98,89535.85944897056,0.211613884343721,-0.20431445240177404,0.00729943194194696,2859.367597281505,626.7920838097543,51.700725996439814,-79.38209306030924,247.2638332055676,219.58246614169818,218.52110801957187
99,89538.01179556758,0.21165743230385797,-0.20431445240177404,0.007342979902083935,2855.213866986529,625.0758725767153,57.57066752445462,-79.38209306030924,246.8240776892178,225.01265215336318,223.95129403123687
100,89439.26744490668,0.2160372822367303,-0.20431445240177404,0.011722829834956261,2883.599720918908,612.4735021008372,41.7871840679536,-79.38209306030924,266.99897562226795,229.4040666299123,228.342708507786
101,88844.15494737864,0.24176998692251261,-0.20431445240177404,0.037455534520738576,3077.9697295324495,549.4468844863371,-89.55620693108767,-79.38209306030924,388.5890596721615,219.65075968076462,218.58940155863831
102,88668.46555187917,0.24947415770242026,-0.20431445240177404,0.045159705300646225,3134.8187210777833,530.595630819105,-127.55394480918949,-79.38209306030924,424.48494230643524,217.54890443693648,216.48754631481017
103,88525.60829168014,0.2557691304886873,-0.2557691304886873,0.0,3181.0359645112167,515.3082579623463,-158.48381538586364,-79.38209306030924,453.6727451956178,215.80683674944487,214.74547862731856
104,88191.72550420192,0.27029044266595553,-0.2557691304886873,0.014521312177268209,3296.1244480181504,483.0976829210687,-241.36172385151986,-79.38209306030924,539.0696554340599,218.3258385222308,217.2644804001045
105,88124.85657663984,0.2733207762584279,-0.2557691304886873,0.017551645769740554,3316.7173894475427,475.5198816711963,-254.37686403104,-79.38209306030924,556.1726628933255,222.41370580197633,221.35234767985003
106,88292.24872321697,0.2662634968630518,-0.2557691304886873,0.010494366374364461,3252.9297130864184,488.7545846844805,-203.8238906831998,-79.38209306030924,513.3589191126588,230.15293536914976,229.09157724702345
107,89075.15125179636,0.23267920084807675,-0.2557691304886873,-0.023089929640610574,2978.889473000127,561.4925787361271,-2.5216446485551387,-79.38209306030924,313.1166201205134,231.21288241164902,230.1515242895227
108,89148.25611016805,0.229669823152715,-0.2557691304886873,-0.02609930733597232,2951.0390961264707,567.0170352006622,19.80427576056627,-79.38209306030924,294.41865406028734,234.84083676054436,233.77947863841806
109,89256.19443869541,0.22515778995456365,-0.2557691304886873,-0.030611340534123677,2911.890357252808,576.1525485021853,49.81750133270589,-79.38209306030924,266.8113616264408,237.24676989883747,236.18541177671116
110,89224.95667997265,0.2266431317922042,-0.2557691304886873,-0.029125998696483135,2918.651512290185,571.0852390326695,48.12365576484444,-79.38209306030924,274.8010160133785,243.5425787179137,242.4812205957874
111,88420.11554672918,0.2614979714621535,-0.2557691304886873,0.005728840973466154,3189.672889888074,491.85456473283523,-143.66704753321028,-79.38209306030924,480.65453284458863,257.60539225106913,256.5440341289428
112,88409.09444748171,0.2621218456144695,-0.2557691304886873,0.006352715125782171,3189.9908295443606,489.15977731196045,-141.2901997686222,-79.38209306030924,483.47338981614485,262.80109698721344,261.73973886508713
113,88434.1273923329,0.2611898550098756,-0.2557691304886873,0.005420724521188303,3177.57828358671,489.7247842536978,-129.44266075270843,-79.38209306030924,477.0707352779844,268.2459814649667,267.1846233428404
114,89458.19261819652,0.21713575647292394,-0.2557691304886873,-0.03863337401576339,2828.600310136523,587.5847492130771,121.67534773809894,-79.38209306030924,215.1464628951437,257.43971757293343,256.3783594508071
115,89377.29463595035,0.22076290140114518,-0.2557691304886873,-0.03500622908754214,2851.251656096609,577.288712649055,109.32003834203488,-79.38209306030924,235.8376694725358,265.7756147542614,264.7142566321351
116,89503.99659602424,0.21543138094244912,-0.2557691304886873,-0.0403377495462382,2806.8493698018037,588.5391089098126,142.47192837608281,-79.38209306030924,203.43121931322565,266.5210546289992,265.4596965068729
117,89489.39098240937,0.2161974982345591,-0.2557691304886873,-0.039571632254128214,2808.0243282019464,585.0951430239173,144.74093586183517,-79.38209306030924,207.16688440775442,272.5257272092804,271.46436908715407
118,88997.72851248253,0.23757186964562588,-0.2557691304886873,-0.018197260843061447,2965.8857096941283,533.7688620211379,38.20583537243283,-79.38209306030924,332.9189668348635,291.74270914698707,290.68135102486076
119,89475.87222298679,0.21705281630805237,-0.2557691304886873,-0.03871631418063495,2805.3301619029276,579.8636183196583,152.66662686511336,-79.38209306030924,210.6245657505551,283.9090995553592,282.8477414332329
120,89792.16241726797,0.20352891245436616,-0.20352891245436616,0.0,2701.6131089495916,611.3850131585127,224.86228497959473,-52.88561043969928,103.23081515654775,275.2074896964432,274.1461315743169
121,90126.07522506056,0.18924969566333,-0.20352891245436616,-0.014279216791036164,2595.452442502006,646.2456702118209,296.1622943738721,-52.88561043969928,35.269904531939076,278.54658846611187,277.48523034398556
122,89740.77430939316,0.2060130447405145,-0.20352891245436616,0.0024841322861483273,2710.687137703698,601.9216637811894,225.25160560281165,-52.88561043969928,113.68978086539529,286.0557760285077,284.9944179063814
123,90332.58721528653,0.18059758029513498,-0.20352891245436616,-0.022931332159231183,2526.619621323092,665.6884665154346,345.5523192491728,-52.88561043969928,-6.761256247540464,285.90545256193303,284.8440944398067
124,89737.27204782241,0.20642974627887903,-0.20352891245436616,0.002900833824512866,2704.7640459726417,597.6231592771127,235.47320183794454,-52.88561043969928,114.40259235402212,296.9901837522674,295.9288256301411
125,89984.84651049775,0.19586327131902917,-0.20352891245436616,-0.007665641135336992,2624.5371754380667,622.3906270123879,290.93260463724437,-52.88561043969928,64.01403121423529,302.0610254117804,300.9996672896541
126,90911.4724709665,0.15602469305621863,-0.20352891245436616,-0.04750421939814753,2349.196735690882,728.5860036418388,460.07766775497794,-52.88561043969928,-124.58114277195213,282.61091454332654,281.54955642120024
127,90488.13206486066,0.17439014633121364,-0.20352891245436616,-0.029138766123152526,2467.0108453282523,675.3470795003102,395.50248225913674,-52.88561043969928,-38.419130319240985,304.19774150019646,303.13638337807015
128,90247.23191671191,0.18491451435166134,-0.20352891245436616,-0.01861439810270482,2534.708514923067,645.5140920232649,357.6378001413673,-52.88561043969928,10.611014843569853,315.36320454523786,314.30184642311156
129,90289.51024101157,0.18321506042268734,-0.20352891245436616,-0.02031385203167882,2518.6325384474517,648.2330407644587,370.9948278757888,-52.88561043969928,2.006153478468677,320.1153709145582,319.0540127924319
130,90075.80439851234,0.19257846571985804,-0.20352891245436616,-0.010950446734508124,2579.3323724088373,622.2839849073561,336.2440497715056,-52.88561043969928,45.50147118748068,328.85991051928704,327.79855239716073
131,89419.16593625782,0.22113541401583622,-0.20352891245436616,0.01760650156147006,2781.0808850891917,551.3356325696451,205.44388942886235,-52.88561043969928,179.1463832858496,331.70466227501265,330.64330415288634
132,89447.98772234154,0.22002195880784176,-0.20352891245436616,0.016493046353475593,2768.251673748583,552.3420262175214,217.26670712159466,-52.88561043969928,173.2803165092382,337.6614131911336,336.6000550690073
133,89001.28366409775,0.23953031721260393,-0.20352891245436616,0.036001404758237765,2911.0318124564933,507.1307933319892,119.69780129921674,-52.88561043969928,264.19750767254885,331.0096985320663,329.94834040994
134,89199.43711787825,0.2310728083169185,-0.20352891245436616,0.027543895862552348,2841.803758186998,524.1754445687407,171.88120433196036,-52.88561043969928,223.86755072552754,342.86314461778863,341.8017864956623
135,88813.88891427178,0.24794600526343322,-0.20352891245436616,0.044417092809067055,2966.9550417337387,486.2855968134791,84.61976854048135,-52.88561043969928,302.3377573042857,334.0719154050677,333.0105572829414
136,89461.02382498764,0.21999723143425315,-0.20352891245436616,0.016468318979886987,2749.80689844242,546.1084071866446,241.94510145863478,-52.88561043969928,170.6270927150333,359.6865837339688,358.6252256118425
137,89131.61387237406,0.2344313295786516,-0.20352891245436616,0.03090241712428543,2853.3453063323204,512.2336940514313,172.28140670394714,-52.88561043969928,237.6715421221202,357.0673383863681,356.00598026424177
138,88996.66438884783,0.24043175967829267,-0.20352891245436616,0.036902847223926505,2894.5406612849797,497.784499135479,145.53524666724024,-52.88561043969928,265.13766374049226,357.7872999680332,356.7259418459069
139,89337.02641611687,0.22578586188869013,-0.20352891245436616,0.022256949434323964,2779.003729746743,528.299036556426,230.55764078453012,-52.88561043969928,195.86415048966003,373.5361808344909,372.4748227123646
140,88820.083846042,0.24838759567342616,-0.20352891245436616,0.04485868321906,2946.720908006319,478.1411230970685,112.99837598431168,-52.88561043969928,301.07690957836303,361.1896751229754,360.1283170008491
141,88915.06046651982,0.24439955138032957,-0.20352891245436616,0.040870638925963404,2911.0187226419603,484.9855673745407,141.85611707119824,-52.88561043969928,281.7464213039226,370.71692793542155,369.65556981329524
142,89461.4457223746,0.22078707326060354,-0.20352891245436616,0.017258160806237377,2728.194637372229,534.8800419988993,274.7857277165708,-52.88561043969928,170.54122439869852,392.4413416755701,391.37998355344376
143,88785.38923015009,0.2503225734557148,-0.20352891245436616,0.04679366100134863,2947.583163297348,469.8461858496128,120.4310579407379,-52.88561043969928,308.13826701886677,375.6837145199054,374.6223563977791
144,88862.45357171328,0.24711073009798343,-0.20352891245436616,0.043581817643617266,2917.832347706061,474.9899708716808,145.03808850995756,-52.88561043969928,292.4534453914983,384.60592346175656,383.54456533963025
